,electricity,date,timestamp,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),전운량(10분위),시정(10m),지면온도(°C)
1244,4380.812396639574,6,1551643200.0,11.6,1.0,360,44,6.0,-0.2,1002.1,1010.8,9.0,496,8.3
1245,4294.739786640745,6,1551646800.0,10.9,0.9,270,48,6.2,0.3,1002.7,1011.4,10.0,443,7.7
1246,4230.23106352773,6,1551650400.0,10.5,1.5,200,52,6.6,1.0,1003.1,1011.8,10.0,444,7.4
1247,4187.087418016472,6,1551654000.0,10.8,1.8,340,48,6.2,0.2,1002.6,1011.3,10.0,681,6.3
1248,4150.836485585955,0,1551657600.0,9.7,1.8,200,58,7.0,1.8,1002.3,1011.0,10.0,524,6.0
1249,4102.206662201532,0,1551661200.0,9.2,0.9,250,64,7.4,2.7,1002.1,1010.8,9.0,563,5.9
1250,4037.801400909775,0,1551664800.0,8.5,1.6,250,67,7.4,2.7,1002.2,1011.0,8.0,561,4.9
1251,3999.9412618905794,0,1551668400.0,7.5,1.2,200,61,6.3,0.4,1002.1,1010.9,10.0,418,3.8
1252,3990.503618924682,0,1551672000.0,8.1,0.3,0,61,6.6,1.0,1001.9,1010.7,10.0,440,3.7
1253,3983.9293998298276,0,1551675600.0,7.1,1.5,250,67,6.7,1.3,1002.2,1011.0,10.0,371,3.9
1254,3980.278113973333,0,1551679200.0,7.2,2.7,230,63,6.4,0.6,1002.7,1011.5,10.0,365,4.3
1255,3990.69815539677,0,1551682800.0,6.7,1.7,230,70,6.9,1.6,1003.2,1012.0,10.0,309,2.8
1256,4033.4346359163565,0,1551686400.0,6.5,2.4,230,77,7.4,2.7,1004.0,1012.9,10.0,256,5.4
1257,4070.003900875151,0,1551690000.0,7.7,1.8,200,72,7.5,2.9,1004.9,1013.7,8.0,250,10.4
1258,4058.917648696297,0,1551693600.0,8.9,1.8,250,63,7.2,2.2,1005.5,1014.3,7.0,239,15.9
1259,4051.8255429867377,0,1551697200.0,10.6,1.5,250,56,7.1,2.1,1005.6,1014.3,6.0,242,22.4
1260,4078.71913923072,0,1551700800.0,12.5,1.0,200,46,6.6,1.1,1005.5,1014.2,3.0,276,25.8
1261,4111.714519765774,0,1551704400.0,13.5,1.8,250,39,6.0,-0.2,1005.0,1013.6,1.0,303,29.2
1262,4164.681566221669,0,1551708000.0,14.7,1.9,290,37,6.2,0.1,1004.9,1013.5,0.0,331,28.6
1263,4254.104233796301,0,1551711600.0,14.5,2.3,290,34,5.6,-1.2,1005.2,1013.8,0.0,347,26.0
1264,4356.354231524735,0,1551715200.0,13.5,3.0,290,39,6.0,-0.2,1005.5,1014.1,0.0,287,20.9
1265,4449.912484375978,0,1551718800.0,12.5,2.0,270,42,6.1,0.0,1006.4,1015.1,0.0,279,15.5
1266,4510.9721092434365,0,1551722400.0,11.1,1.9,290,44,5.8,-0.7,1007.1,1015.8,0.0,286,9.4
1267,4526.654961809313,0,1551726000.0,10.0,2.4,290,47,5.8,-0.8,1008.1,1016.9,0.0,293,6.1
1268,4492.693430563937,0,1551729600.0,8.7,2.2,250,52,5.8,-0.6,1009.5,1018.3,0.0,286,4.2
1269,4407.593718915017,0,1551733200.0,7.7,1.3,270,54,5.7,-1.0,1010.8,1019.7,0.0,273,3.2
1270,4288.720131370812,0,1551736800.0,7.1,0.0,0,59,6.0,-0.3,1011.5,1020.4,0.0,235,1.6
1271,4149.823246247698,0,1551740400.0,6.6,0.0,0,64,6.2,0.2,1011.5,1020.4,0.0,209,0.8
1272,4033.146855165393,1,1551744000.0,6.2,1.1,250,69,6.5,0.9,1011.9,1020.8,0.0,183,0.3
1273,3964.8624028293534,1,1551747600.0,5.4,0.0,0,73,6.5,0.9,1012.1,1021.1,0.0,173,-0.4
1274,3914.6718939087377,1,1551751200.0,4.4,1.0,250,84,7.0,1.9,1012.6,1021.6,0.0,144,-0.8
1275,3879.7125934349033,1,1551754800.0,4.4,1.5,50,86,7.2,2.2,1012.2,1021.2,0.0,138,-0.9
1276,3897.9812856502786,1,1551758400.0,4.2,0.0,0,86,7.1,2.0,1012.3,1021.3,0.0,138,-1.4
1277,3986.6601179203763,1,1551762000.0,3.0,0.8,230,87,6.6,1.0,1012.5,1021.6,0.0,142,-1.6
1278,4179.468561721344,1,1551765600.0,2.6,0.8,250,85,6.2,0.3,1013.1,1022.2,2.0,163,-1.8
1279,4552.5666488134575,1,1551769200.0,2.8,1.1,20,85,6.3,0.5,1012.7,1021.8,0.0,157,-1.5
1280,5020.947619440897,1,1551772800.0,3.6,0.0,0,84,6.6,1.1,1012.5,1021.5,0.0,154,1.3
1281,5351.8217925597055,1,1551776400.0,5.3,1.1,230,77,6.8,1.5,1013.2,1022.2,2.0,174,7.6
1282,5462.427259319067,1,1551780000.0,6.6,1.1,230,69,6.7,1.3,1013.6,1022.5,3.0,187,13.4
1283,5432.122786959092,1,1551783600.0,9.0,1.3,250,60,6.9,1.6,1013.7,1022.5,0.0,203,19.0
1284,5371.507615889822,1,1551787200.0,11.1,0.2,0,52,6.8,1.5,1012.6,1021.4,0.0,224,21.7
1285,5354.198846744792,1,1551790800.0,12.8,1.1,270,45,6.6,1.1,1012.3,1021.0,5.0,267,22.2
1286,5383.97332629507,1,1551794400.0,13.6,0.4,0,42,6.5,0.9,1011.8,1020.5,7.0,325,21.7
1287,5428.025024509236,1,1551798000.0,13.8,0.7,270,37,5.8,-0.6,1011.7,1020.4,8.0,347,20.2
1288,5441.196364118213,1,1551801600.0,13.8,0.4,0,36,5.7,-1.0,1011.0,1019.7,9.0,373,17.2
1289,5395.392755483701,1,1551805200.0,13.6,0.6,230,38,5.9,-0.4,1010.4,1019.1,9.0,378,13.9
1290,5288.395543338607,1,1551808800.0,12.9,1.8,230,40,6.0,-0.3,1010.9,1019.6,9.0,364,10.5
1291,5143.593708468354,1,1551812400.0,12.5,0.8,230,41,5.9,-0.4,1011.2,1019.9,10.0,364,8.6
1292,4989.596333418352,1,1551816000.0,12.1,1.5,230,44,6.2,0.1,1011.4,1020.1,10.0,362,7.9
1293,4834.460488265754,1,1551819600.0,11.4,1.7,230,50,6.7,1.3,1011.4,1020.2,10.0,320,7.5
1294,4667.270334227182,1,1551823200.0,10.7,1.7,230,55,7.1,2.0,1012.0,1020.8,10.0,271,7.0
1295,4498.421303617542,1,1551826800.0,10.3,0.5,230,57,7.1,2.1,1011.9,1020.7,10.0,254,6.6
1296,4364.875611304804,2,1551830400.0,10.3,0.5,250,58,7.2,2.3,1011.4,1020.2,10.0,242,6.3
1297,4258.278391874434,2,1551834000.0,10.0,0.1,0,60,7.3,2.5,1010.8,1019.6,10.0,233,6.0
1298,4164.1286247255675,2,1551837600.0,9.7,0.7,250,62,7.4,2.7,1010.5,1019.3,10.0,214,6.2
1299,4104.1616049965,2,1551841200.0,9.3,0.7,250,65,7.6,3.0,1010.3,1019.1,10.0,210,6.1
1300,4116.966477120462,2,1551844800.0,9.1,0.0,0,65,7.5,2.8,1009.7,1018.5,10.0,215,6.1
1301,4225.752576208467,2,1551848400.0,9.1,0.0,0,68,7.8,3.4,1009.3,1018.1,10.0,206,6.0
1302,4440.793487142118,2,1551852000.0,8.5,0.3,0,76,8.4,4.5,1009.2,1018.0,10.0,200,6.0
1303,4814.976409883554,2,1551855600.0,8.0,0.3,0,85,9.1,5.6,1008.8,1017.6,10.0,175,5.9
1304,5282.041682596775,2,1551859200.0,8.4,0.0,0,83,9.1,5.6,1008.8,1017.6,10.0,197,7.2
1305,5608.246569541465,2,1551862800.0,9.3,0.5,250,81,9.4,6.1,1009.1,1017.9,10.0,202,9.7
1306,5697.910266643377,2,1551866400.0,9.9,1.8,250,77,9.3,6.0,1009.1,1017.9,9.0,194,13.4
1307,5654.106475813415,2,1551870000.0,11.0,0.6,290,64,8.4,4.4,1008.7,1017.5,8.0,298,17.6
1308,5593.171215459017,2,1551873600.0,12.7,1.5,50,48,7.0,1.9,1007.6,1016.3,4.0,759,28.0
1309,5553.986072905902,2,1551877200.0,14.4,1.2,360,42,6.9,1.6,1006.1,1014.7,3.0,865,30.4
1310,5506.430910808587,2,1551880800.0,14.6,2.1,50,43,7.1,2.1,1004.6,1013.2,3.0,738,26.4
1311,5439.491318707641,2,1551884400.0,15.3,2.2,320,43,7.4,2.7,1004.1,1012.7,5.0,704,26.3
1312,5384.864447964341,2,1551888000.0,14.6,3.3,290,40,6.6,1.1,1003.9,1012.5,4.0,488,23.7
1313,5307.929344935662,2,1551891600.0,13.4,2.5,290,36,5.6,-1.3,1004.7,1013.3,6.0,412,17.0
1314,5152.209316403973,2,1551895200.0,10.9,2.6,290,41,5.4,-1.8,1005.1,1013.8,5.0,386,10.6
1315,4967.795643412279,2,1551898800.0,9.9,1.6,320,44,5.4,-1.8,1005.6,1014.4,3.0,391,7.5
1316,4785.623082683671,2,1551902400.0,9.1,1.0,360,48,5.6,-1.3,1006.1,1014.9,0.0,423,4.6
1317,4607.500926719552,2,1551906000.0,8.3,1.5,270,54,5.9,-0.4,1006.3,1015.1,0.0,379,3.5
1318,4442.096146260089,2,1551909600.0,7.4,1.0,360,67,6.9,1.6,1006.8,1015.7,2.0,300,3.5
1319,4284.212139345169,2,1551913200.0,6.4,1.0,340,78,7.5,2.8,1007.7,1016.6,4.0,276,2.5
1320,4167.475367365258,3,1551916800.0,5.7,1.0,270,86,7.8,3.5,1008.3,1017.2,8.0,296,2.6
1321,4080.5339270999516,3,1551920400.0,5.3,1.3,270,89,7.9,3.6,1008.2,1017.2,8.0,295,2.2
1322,3991.2993653510407,3,1551924000.0,5.0,0.9,250,92,8.0,3.8,1008.5,1017.5,8.0,282,1.4
1323,3915.6899112469173,3,1551927600.0,4.7,0.1,0,93,7.9,3.6,1008.1,1017.0,1.0,258,0.2
1324,3907.751018965395,3,1551931200.0,4.3,0.9,250,93,7.7,3.2,1008.3,1017.3,6.0,217,0.5
1325,4005.7830165487103,3,1551934800.0,4.0,0.9,250,93,7.5,2.9,1008.6,1017.6,0.0,214,-0.4
1326,4213.319341274067,3,1551938400.0,3.8,1.3,230,93,7.4,2.7,1009.0,1018.0,0.0,227,-1.2
1327,4581.83338662541,3,1551942000.0,3.8,2.4,250,93,7.4,2.7,1009.7,1018.7,0.0,270,-1.0
1328,5053.940702082625,3,1551945600.0,4.2,0.5,270,88,7.2,2.3,1010.4,1019.4,3.0,384,1.6
1329,5392.7655751377315,3,1551949200.0,5.8,1.1,320,76,7.0,1.8,1011.3,1020.3,0.0,572,8.8
1330,5469.592780577146,3,1551952800.0,7.3,1.6,290,65,6.6,1.1,1011.7,1020.6,0.0,750,16.7
1331,5366.261312151262,3,1551956400.0,9.8,0.9,20,51,6.2,0.1,1011.7,1020.5,0.0,1015,24.4
1332,5253.331167182227,3,1551960000.0,10.0,1.9,290,49,6.0,-0.2,1011.9,1020.7,4.0,1074,27.2
1333,5228.595908128638,3,1551963600.0,10.9,2.0,320,46,6.0,-0.2,1011.6,1020.4,6.0,1176,31.6
1334,5227.134779076515,3,1551967200.0,10.9,1.5,290,47,6.1,0.0,1011.4,1020.2,5.0,1389,21.5
1335,5202.193312435051,3,1551970800.0,10.8,3.2,340,47,6.1,0.0,1011.4,1020.2,4.0,1649,24.8
1336,5192.277034525137,3,1551974400.0,12.0,2.0,320,45,6.3,0.4,1011.5,1020.2,2.0,1754,22.2
1337,5172.522291860131,3,1551978000.0,10.5,2.7,320,48,6.1,0.0,1011.7,1020.5,0.0,1809,16.1
1338,5085.7263974533125,3,1551981600.0,8.5,3.2,290,56,6.2,0.2,1012.4,1021.3,0.0,1418,8.5
1339,4947.748968302026,3,1551985200.0,7.1,1.8,360,61,6.1,0.0,1013.0,1021.9,0.0,1234,4.6
1340,4832.306407056371,3,1551988800.0,6.0,1.1,270,68,6.3,0.5,1013.8,1022.8,0.0,1139,2.6
1341,4752.866042200203,3,1551992400.0,4.9,1.2,250,73,6.3,0.4,1014.9,1023.9,0.0,1091,1.4
1342,4634.2704815021925,3,1551996000.0,3.9,1.7,250,82,6.6,1.1,1015.8,1024.8,0.0,1140,0.3
1343,4474.671930353479,3,1551999600.0,3.7,0.9,20,84,6.7,1.2,1015.6,1024.7,0.0,1219,-0.8
1344,4352.704686306195,4,1552003200.0,3.2,0.6,270,85,6.5,0.9,1015.8,1024.9,0.0,1151,-1.4
1345,4272.486620862708,4,1552006800.0,2.6,0.5,320,87,6.4,0.6,1016.1,1025.2,0.0,1100,-2.2
1346,4199.463371579992,4,1552010400.0,2.0,0.6,20,90,6.3,0.5,1016.4,1025.5,0.0,918,-2.7
1347,4136.820134642156,4,1552014000.0,2.0,0.6,20,91,6.4,0.6,1016.2,1025.3,0.0,776,-3.0
1348,4116.895547321276,4,1552017600.0,0.8,1.7,20,94,6.1,0.0,1015.7,1024.9,0.0,622,-3.5
1349,4168.792422778158,4,1552021200.0,0.6,1.2,20,96,6.1,0.0,1015.8,1025.0,0.0,534,-3.7
1350,4321.275187747293,4,1552024800.0,0.0,0.0,0,97,5.9,-0.4,1016.4,1025.6,0.0,494,-4.1
1351,4602.26143476751,4,1552028400.0,0.0,0.0,0,97,5.9,-0.4,1016.9,1026.1,0.0,487,-4.2
1352,4953.355530721879,4,1552032000.0,0.9,0.0,0,96,6.2,0.3,1017.5,1026.7,0.0,543,-2.7
1353,5217.585154894973,4,1552035600.0,2.5,0.8,230,85,6.2,0.2,1018.3,1027.4,0.0,591,6.4
1354,5298.120518215261,4,1552039200.0,4.6,1.4,230,75,6.3,0.5,1018.5,1027.5,0.0,609,15.6
1355,5270.032880927347,4,1552042800.0,7.9,0.9,110,57,6.1,-0.1,1018.0,1026.9,0.0,772,24.1
1356,5243.429721156017,4,1552046400.0,10.6,1.0,290,33,4.2,-5.0,1017.5,1026.4,0.0,1603,30.4
1357,5241.141397360758,4,1552050000.0,13.2,1.2,290,25,3.8,-6.4,1016.5,1025.2,0.0,1895,34.4
1358,5257.674967811365,4,1552053600.0,14.2,1.1,270,18,2.9,-9.8,1015.4,1024.1,0.0,1935,34.7
1359,5284.86212807055,4,1552057200.0,16.1,2.3,230,11,2.0,-14.4,1014.8,1023.4,0.0,2000,32.4
1360,5305.079480868106,4,1552060800.0,15.1,1.6,250,11,1.9,-15.2,1014.6,1023.3,0.0,2000,26.5
1361,5313.308015935369,4,1552064400.0,15.2,3.5,250,28,4.8,-3.2,1014.7,1023.4,0.0,2000,20.0
1362,5270.303126482038,4,1552068000.0,12.2,2.7,250,39,5.6,-1.3,1015.5,1024.3,0.0,1987,11.3
1363,5173.397808477014,4,1552071600.0,9.6,3.0,250,47,5.6,-1.1,1016.1,1024.9,3.0,1998,5.9
1364,5063.990047969394,4,1552075200.0,8.1,1.8,250,49,5.3,-1.9,1016.2,1025.1,1.0,1986,3.2
1365,4933.9434610962435,4,1552078800.0,7.0,2.5,230,53,5.3,-1.9,1016.8,1025.8,0.0,1959,1.8
1366,4779.297968601166,4,1552082400.0,6.0,1.8,230,53,5.0,-2.8,1017.3,1026.3,0.0,1981,0.5
1367,4640.037878290396,4,1552086000.0,5.4,1.4,250,57,5.1,-2.4,1017.3,1026.3,0.0,1871,-0.3
1368,4539.277548561899,5,1552089600.0,5.3,0.4,0,56,5.0,-2.7,1017.0,1026.0,0.0,1971,-1.0
1369,4436.794210698115,5,1552093200.0,4.2,0.6,20,62,5.1,-2.4,1016.4,1025.4,0.0,1767,-2.1
1370,4337.772713042819,5,1552096800.0,3.5,1.0,250,68,5.4,-1.8,1016.2,1025.3,0.0,1488,-2.9
1371,4289.904819387675,5,1552100400.0,2.7,0.0,0,72,5.4,-1.8,1015.6,1024.7,0.0,1465,-3.5
1372,4302.901779889073,5,1552104000.0,2.1,0.7,230,77,5.5,-1.5,1015.3,1024.4,0.0,1304,-3.4
1373,4390.913498483255,5,1552107600.0,1.7,0.4,0,75,5.2,-2.2,1015.5,1024.6,0.0,1432,-3.5
1374,4547.531114427698,5,1552111200.0,1.0,0.4,0,80,5.3,-2.0,1015.4,1024.6,0.0,1348,-4.1
1375,4795.243959712119,5,1552114800.0,1.2,0.4,0,81,5.4,-1.7,1014.8,1023.9,0.0,1270,-3.9
1376,5137.6676855515925,5,1552118400.0,1.6,0.1,0,80,5.5,-1.4,1014.9,1024.0,0.0,1172,-2.2
1377,5417.812204018923,5,1552122000.0,3.7,0.2,0,68,5.4,-1.6,1015.3,1024.4,0.0,1278,5.0
1378,5508.180816275797,5,1552125600.0,6.8,0.9,250,54,5.4,-1.8,1015.3,1024.3,7.0,1266,16.7
1379,5445.512762148868,5,1552129200.0,9.5,0.5,290,44,5.2,-2.1,1014.9,1023.7,8.0,1634,18.9
1380,5344.396825897459,5,1552132800.0,12.6,0.8,270,33,4.8,-3.2,1014.3,1023.0,7.0,1899,24.5
1381,5278.650154263992,5,1552136400.0,14.5,1.2,50,27,4.4,-4.3,1012.8,1021.4,5.0,1820,33.5
1382,5224.7351302573625,5,1552140000.0,16.2,2.5,230,28,5.2,-2.3,1011.0,1019.6,8.0,1903,28.9
1383,5158.533819746523,5,1552143600.0,16.4,2.7,230,36,6.7,1.2,1010.3,1018.9,8.0,1953,26.4
1384,5094.096446865573,5,1552147200.0,16.1,2.3,230,36,6.6,1.0,1010.1,1018.7,7.0,2000,23.6
1385,5006.758808605428,5,1552150800.0,15.0,2.1,200,40,6.8,1.4,1010.0,1018.6,9.0,1989,16.9
1386,4867.16010920561,5,1552154400.0,13.9,3.3,200,47,7.4,2.7,1010.3,1018.9,10.0,1961,12.9
1387,4725.732687387266,5,1552158000.0,13.2,2.8,200,55,8.3,4.3,1010.5,1019.2,10.0,1595,10.7
1388,4621.744314804259,5,1552161600.0,12.8,1.1,140,57,8.4,4.4,1010.5,1019.2,9.0,1598,10.1
1389,4535.2006338075225,5,1552165200.0,12.5,2.2,160,57,8.2,4.1,1010.7,1019.4,10.0,1749,9.6
1390,4473.111180988094,5,1552168800.0,12.1,1.6,90,54,7.6,3.0,1010.6,1019.3,10.0,2000,8.2
1391,4466.294154473614,5,1552172400.0,10.9,0.9,140,74,9.6,6.4,1010.1,1018.9,10.0,1542,8.0
1392,4469.523167492159,6,1552176000.0,10.6,1.9,50,74,9.4,6.1,1009.4,1018.2,10.0,1926,7.8
1393,4395.8004845036885,6,1552179600.0,10.0,4.3,50,78,9.5,6.3,1008.5,1017.3,10.0,1953,7.5
1394,4269.055520196276,6,1552183200.0,9.3,4.4,50,85,9.9,6.9,1007.5,1016.3,10.0,1673,7.2
1395,4175.925881989284,6,1552186800.0,8.7,4.5,50,90,10.1,7.1,1006.4,1015.2,10.0,854,7.0
1396,4139.296038920849,6,1552190400.0,8.2,4.9,50,95,10.3,7.4,1005.8,1014.6,10.0,832,6.9
1397,4138.458320128829,6,1552194000.0,8.0,5.5,50,97,10.4,7.5,1004.8,1013.6,10.0,755,6.6
1398,4153.753887043545,6,1552197600.0,7.9,5.8,50,97,10.3,7.4,1004.4,1013.2,10.0,1253,6.5
1399,4171.6176484244215,6,1552201200.0,7.3,5.8,50,98,9.9,6.9,1004.8,1013.6,10.0,623,6.3
1400,4178.2319048481995,6,1552204800.0,7.1,5.2,50,99,9.9,6.9,1004.7,1013.5,10.0,510,6.6
1401,4168.145477675786,6,1552208400.0,7.2,5.7,50,99,10.0,7.0,1004.8,1013.6,10.0,707,7.7
1402,4146.687989859672,6,1552212000.0,8.1,3.4,50,99,10.6,7.9,1004.7,1013.5,10.0,1493,10.5
1403,4129.772029806152,6,1552215600.0,9.0,2.5,50,97,11.1,8.5,1004.2,1013.0,10.0,2000,14.4
1404,4145.061643129689,6,1552219200.0,10.2,4.2,50,89,11.0,8.4,1003.5,1012.2,9.0,2000,17.7
1405,4180.093538420376,6,1552222800.0,10.7,3.3,50,80,10.2,7.3,1002.7,1011.4,9.0,2000,16.2
1406,4208.522374458424,6,1552226400.0,9.4,2.4,50,92,10.8,8.1,1002.3,1011.0,10.0,1558,12.4
1407,4245.709521659061,6,1552230000.0,9.8,2.9,50,96,11.6,9.1,1001.4,1010.1,10.0,1923,13.0
1408,4304.759960925407,6,1552233600.0,10.0,2.2,20,92,11.2,8.7,1001.3,1010.0,10.0,2000,11.4
1409,4369.411004421561,6,1552237200.0,10.3,1.6,20,83,10.4,7.5,1001.3,1010.0,10.0,1996,11.1
1410,4397.7468352604365,6,1552240800.0,9.9,1.9,20,83,10.1,7.1,1001.8,1010.5,10.0,1751,9.5
1411,4379.1312630246375,6,1552244400.0,9.2,3.0,20,87,10.1,7.1,1002.0,1010.7,9.0,1248,8.1
1412,4353.216018454353,6,1552248000.0,8.3,3.2,50,88,9.6,6.4,1002.3,1011.1,0.0,1574,5.8
1413,4305.687844988047,6,1552251600.0,7.2,1.2,20,92,9.3,5.9,1002.8,1011.6,0.0,1654,3.9
1414,4189.8265708273475,6,1552255200.0,6.6,0.8,20,91,8.8,5.2,1003.2,1012.1,0.0,1704,2.9
1415,4064.416345206466,6,1552258800.0,6.4,0.4,0,96,9.2,5.8,1003.5,1012.4,0.0,1124,2.1
1416,3993.3411188156015,0,1552262400.0,5.4,1.0,230,97,8.7,4.9,1003.8,1012.7,0.0,870,1.3
1417,3929.493161967161,0,1552266000.0,5.2,0.9,230,95,8.4,4.4,1003.5,1012.4,0.0,1034,0.8
1418,3853.156400867603,0,1552269600.0,4.9,0.4,0,97,8.4,4.4,1003.5,1012.4,1.0,836,0.4
1419,3787.7159900399083,0,1552273200.0,4.1,1.0,250,98,8.0,3.8,1003.1,1012.0,8.0,738,-0.1
1420,3740.340372210644,0,1552276800.0,3.4,1.2,230,99,7.7,3.2,1002.9,1011.9,0.0,605,-0.7
1421,3718.414902669298,0,1552280400.0,3.2,2.1,230,98,7.5,2.9,1003.4,1012.4,0.0,533,-0.7
1422,3717.9871835339436,0,1552284000.0,2.8,1.2,180,97,7.2,2.3,1003.9,1012.9,0.0,739,-0.7
1423,3756.3715324379395,0,1552287600.0,3.1,1.1,180,94,7.2,2.2,1003.3,1012.3,3.0,993,-0.6
1424,3839.6742895555817,0,1552291200.0,3.4,0.5,250,94,7.3,2.5,1003.7,1012.7,7.0,685,1.5
1425,3927.715786613504,0,1552294800.0,4.7,0.5,250,92,7.8,3.5,1003.9,1012.8,8.0,872,7.1
1426,3993.802092201475,0,1552298400.0,6.4,1.2,230,81,7.7,3.3,1004.0,1012.9,8.0,1189,13.3
1427,4047.829612019843,0,1552302000.0,7.2,0.5,230,79,8.0,3.7,1003.5,1012.3,10.0,1460,10.9
1428,4120.324219603188,0,1552305600.0,8.2,1.2,250,78,8.4,4.5,1003.2,1012.0,10.0,1383,13.4
1429,4207.108570661261,0,1552309200.0,10.1,1.3,230,70,8.6,4.8,1002.4,1011.1,10.0,1704,20.9
1430,4275.308387498885,0,1552312800.0,9.2,2.7,200,77,8.9,5.3,1001.7,1010.4,10.0,1686,11.3
1431,4340.291557001732,0,1552316400.0,9.3,3.0,230,80,9.3,6.0,1000.9,1009.6,10.0,1771,9.5
1432,4417.9884776487415,0,1552320000.0,6.4,1.9,230,97,9.3,5.9,1001.1,1009.9,10.0,1228,7.8
1433,4499.479640455722,0,1552323600.0,7.6,0.9,230,92,9.5,6.3,1000.2,1009.0,7.0,1765,10.4
1434,4579.111563272022,0,1552327200.0,7.1,2.3,250,91,9.2,5.7,1000.8,1009.6,10.0,1678,7.2
1435,4616.575535935644,0,1552330800.0,6.5,2.7,200,97,9.3,6.0,1000.7,1009.5,10.0,988,6.3
1436,4587.899670106273,0,1552334400.0,6.2,0.7,200,98,9.3,5.9,1000.9,1009.7,10.0,1007,5.5
1437,4514.09065700106,0,1552338000.0,6.2,2.2,250,98,9.3,5.9,1001.8,1010.7,10.0,1047,5.3
1438,4415.028880916139,0,1552341600.0,6.0,2.1,250,98,9.2,5.7,1002.3,1011.2,2.0,684,5.1
1439,4326.2510574625485,0,1552345200.0,5.8,2.0,250,96,8.8,5.2,1002.6,1011.5,1.0,972,4.7
1440,4263.172959519336,1,1552348800.0,6.0,2.8,250,96,9.0,5.4,1002.9,1011.8,10.0,721,5.1
1441,4198.045078415287,1,1552352400.0,5.8,2.1,270,97,8.9,5.3,1003.4,1012.3,0.0,619,5.0
1442,4130.497518559649,1,1552356000.0,5.5,1.6,250,97,8.7,5.0,1003.8,1012.7,1.0,539,5.0
1443,4079.819021310289,1,1552359600.0,5.5,1.1,290,87,7.8,3.5,1003.7,1012.6,8.0,682,4.6
1444,4075.531715395425,1,1552363200.0,4.7,0.7,290,89,7.6,3.0,1003.3,1012.2,7.0,476,2.2
1445,4171.743003985668,1,1552366800.0,4.7,0.7,270,90,7.6,3.1,1003.3,1012.2,7.0,389,2.5
1446,4403.575789991007,1,1552370400.0,4.6,0.3,0,92,7.8,3.4,1003.3,1012.2,8.0,334,2.8
1447,4832.255928336785,1,1552374000.0,4.3,0.8,250,94,7.8,3.4,1003.7,1012.6,8.0,289,1.1
1448,5400.049260108436,1,1552377600.0,4.9,1.2,180,93,8.0,3.8,1004.2,1013.1,6.0,293,3.4
1449,5829.449562736114,1,1552381200.0,5.7,2.9,230,87,7.9,3.6,1004.8,1013.7,7.0,270,7.6
1450,5999.352787822848,1,1552384800.0,6.4,2.4,200,87,8.3,4.3,1005.0,1013.9,9.0,272,9.5
1451,6008.661750406401,1,1552388400.0,7.7,2.2,230,83,8.7,4.9,1004.8,1013.6,8.0,315,12.9
1452,5977.254343199992,1,1552392000.0,9.8,3.6,200,72,8.7,4.9,1004.4,1013.1,8.0,398,17.6
1453,5989.445410647166,1,1552395600.0,11.4,4.5,230,62,8.3,4.3,1003.4,1012.1,7.0,461,18.1
1454,6007.2306432642845,1,1552399200.0,11.5,6.5,250,57,7.7,3.2,1002.5,1011.2,8.0,590,13.8
1455,5975.049672466606,1,1552402800.0,11.5,6.7,250,60,8.1,3.9,1002.2,1010.9,8.0,486,15.1
1456,5903.613545237664,1,1552406400.0,10.0,2.5,270,69,8.4,4.5,1002.8,1011.5,9.0,418,12.9
1457,5773.676321268328,1,1552410000.0,8.4,2.2,290,64,7.0,1.9,1003.2,1012.0,7.0,449,10.1
1458,5546.303730606004,1,1552413600.0,6.1,3.2,20,60,5.7,-1.0,1004.8,1013.7,9.0,1950,5.8
1459,5287.344775132921,1,1552417200.0,4.2,1.7,340,82,6.7,1.3,1006.4,1015.4,10.0,1708,4.4
1460,5099.841248245603,1,1552420800.0,3.0,1.6,290,95,7.2,2.2,1007.2,1016.2,8.0,2000,3.7
1461,4952.83646203855,1,1552424400.0,2.5,2.2,20,81,5.9,-0.4,1008.1,1017.1,2.0,2000,1.1
1462,4766.000034318168,1,1552428000.0,2.1,1.5,360,69,4.9,-3.0,1009.3,1018.4,1.0,2000,-0.3
1463,4551.900308761489,1,1552431600.0,1.8,1.0,20,65,4.5,-4.0,1010.1,1019.2,5.0,2000,-0.8
1464,4377.307708217808,2,1552435200.0,1.8,0.4,0,65,4.5,-4.0,1010.8,1019.9,3.0,2000,-0.9
1465,4255.985639123506,2,1552438800.0,1.4,0.5,270,64,4.3,-4.6,1011.3,1020.4,0.0,2000,-0.9
1466,4164.230674176888,2,1552442400.0,1.5,0.6,50,60,4.1,-5.4,1011.7,1020.8,0.0,2000,-1.2
1467,4093.2424818762474,2,1552446000.0,0.9,1.6,70,57,3.7,-6.6,1011.3,1020.4,0.0,2000,-1.6
1468,4059.723589228466,2,1552449600.0,0.9,0.2,0,56,3.6,-6.9,1011.1,1020.2,0.0,2000,-2.3
1469,4118.31891532072,2,1552453200.0,1.0,0.7,250,56,3.7,-6.8,1011.5,1020.6,0.0,2000,-3.1
1470,4336.154876502319,2,1552456800.0,1.0,0.5,250,58,3.8,-6.3,1011.7,1020.8,0.0,2000,-3.6
