거래일,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2017-10-27,53582.03913,52028.59318,52075.16733,52305.51517,52473.26407,53480.36777,55383.42749,57823.74731,60959.38283,61783.24205,61363.51335,60615.25212,57451.61166,59746.57322,60974.18274,60966.766,61845.08389,62220.15825,62790.92129,61450.40124,59832.53089,58423.26319,57328.19913,57172.77356
2017-10-28,53186.73419,51793.00788,51292.96541,51124.52438,51317.47246,52250.44846,52926.64741,52841.1902,54113.99164,54193.6318,54135.874,53796.4106,52437.746,53360.40441,54051.45785,53797.43944,53757.44951,53785.71969,54783.96112,54237.13276,53617.69896,53004.29054,52591.46763,52299.44864
2017-10-29,49018.23433,47678.35851,47808.29307,47786.26462,47920.13077,48421.85684,48687.13071,48711.99596,48816.67437,48789.39032,49034.64051,48876.53223,48222.41321,48521.40854,48384.12774,48221.00486,48571.30102,50489.44641,52603.81109,52612.03444,52111.76008,51540.90022,51522.26557,50775.6784
2017-10-30,47863.77397,46759.12592,47056.00402,47565.78258,48257.6397,50259.82999,53524.11069,57561.79973,60429.32101,61545.37561,61407.51763,60620.88354,57257.23845,59203.68369,60575.06054,60845.66935,62132.18638,63119.15524,64258.98867,62953.47473,61344.1031,59419.04396,58397.11691,58304.15823
2017-10-31,54563.48218,52802.34411,52500.67965,52817.10372,53633.28518,54662.63114,57353.06526,59492.91209,62308.52184,62952.7534,62340.57125,60864.57729,57865.48251,59599.85193,60716.21866,60961.84834,62042.48842,62880.25114,63872.5928,62545.09315,60658.3662,58991.72073,58256.96661,58257.86463
2017-11-01,54185.61063,52243.718,52361.99572,52319.30507,53186.29679,54437.28964,56878.72594,59095.01425,61796.5406,62731.37289,62212.70431,61444.92543,58240.65488,60363.99852,61406.9209,61524.96145,62299.90737,62387.418,62653.97096,61290.51701,59991.17765,58720.00138,57801.23187,57744.95945
2017-11-02,53974.42991,52428.15417,52196.91343,52417.90866,52926.14003,54410.81322,56800.29231,59176.97191,61678.61109,62582.5115,62179.63872,61481.5529,58491.7409,61206.41317,62383.22286,62309.29347,63053.59911,63229.95636,63477.68134,62093.74084,60488.39129,58969.21608,57943.27933,57921.25678
2017-11-03,54081.32416,51994.70805,51629.52007,51816.47383,52377.86545,53874.25393,56123.17789,58661.40419,62079.02722,63187.44706,62886.48349,62180.09125,59265.05387,61586.01045,62614.79559,62458.56391,63064.85529,62964.26016,63162.83064,61773.34152,60439.44344,58904.49425,58151.91036,58559.56846
2017-11-04,54832.99674,52207.08074,51708.71828,51580.46595,51891.33459,52389.32294,53270.48019,53882.54483,55049.11679,54958.94985,54943.35448,54286.38181,52610.05998,52882.1388,53255.64515,53158.31687,53525.13685,54377.31163,55541.64424,55196.96012,54791.82103,54365.73532,54552.19017,54803.90042
2017-11-05,51609.99268,49564.27332,49422.91951,49395.97841,49836.75029,49930.31126,49910.85193,49796.31774,49600.677,49421.81003,49303.2793,48793.78321,48977.51765,49216.46473,48792.58376,48736.35839,49551.78017,51356.33017,53420.11765,53348.73602,53180.69813,52871.78288,53040.34742,52571.38428
2017-11-06,49877.52285,48856.47426,48476.50489,48448.83846,49316.17909,51401.09896,54658.02358,58119.44235,62105.13271,63690.35792,63031.46257,62049.93847,58863.06796,60609.96369,61840.24328,62063.72078,63418.99281,64051.99083,64477.52943,62954.78533,61232.84145,59687.82442,58919.03974,58991.59369
2017-11-07,55048.80017,52890.27267,52786.63822,52545.65845,53267.10605,55052.84121,57544.50134,59808.39116,63123.57899,64021.76678,63285.7449,62122.48035,58669.76007,61203.17472,62520.31677,62780.49407,63463.10829,63796.43807,64095.9574,62857.37012,61050.59631,59300.21922,58183.2336,58132.22254
2017-11-08,54327.23249,52463.06481,52252.96904,52310.13677,53019.85085,54720.03627,57181.35594,59167.73532,62110.75441,62920.87168,62055.1356,60750.80759,57795.27394,59673.50291,60698.87569,60846.30353,61927.2557,62582.47897,62993.40853,61739.53959,60583.39478,59201.23442,58207.54555,58567.88583
2017-11-09,54811.89608,52850.36616,52989.6896,53098.09905,53756.47908,55812.75521,58317.50926,60349.32689,63212.93787,63453.55877,62664.3619,61283.53887,57968.94948,59746.49535,60155.79294,60064.78269,61270.15956,62080.6087,63547.63381,62713.40889,61221.22004,59724.6764,58693.62451,58918.44066
2017-11-10,55152.57637,53008.80184,52794.9409,53073.361,53743.62386,55633.14328,57951.45885,59765.62012,63237.73716,63743.54256,63369.42936,62793.9128,59969.81321,62221.97934,63457.08975,63766.21678,64253.35221,64048.69516,63300.24522,61554.55775,60385.85864,59074.20757,58416.05139,58838.44364
2017-11-11,55207.55696,52814.9518,51786.56589,52382.72587,53032.69201,53405.40473,54165.88048,54913.05037,55901.25903,55566.57179,55451.61656,54701.20307,53380.95796,53310.9289,53595.33902,53604.22996,54039.07289,55202.8451,56116.04046,55738.36129,55344.73177,54838.56761,55187.40622,55716.12297
2017-11-12,52620.79593,50652.44605,49685.67602,49620.58829,49723.57429,50241.8901,50928.83555,50647.99177,49807.25871,49648.81848,49745.3865,49819.37528,49580.85768,49955.4658,49883.82397,50307.51768,51196.07942,52553.97076,54268.43297,54185.48857,53806.14876,53583.37218,53823.10403,53568.37378
2017-11-13,51321.7686,49800.33353,49749.2874,49854.355,50962.032,52873.92727,55594.99979,59679.89227,64767.06082,66867.20296,66942.56486,65989.47198,62247.2875,64880.6205,65078.51126,64392.74183,64760.62688,65041.87984,65492.55327,64041.40803,62462.42846,60682.83183,59801.99028,60211.72181
2017-11-14,56251.25494,54375.17688,54053.70084,54070.40088,54954.57396,56529.54627,59149.86187,62399.49434,65174.90061,65664.68759,64750.88289,63572.47885,59860.45984,62689.29206,63984.47806,64326.40739,65577.82216,66569.61432,66521.53614,65019.74665,63191.61609,61369.16752,60506.53305,60755.74163
2017-11-15,56820.43014,54831.86299,54629.65825,54673.898,55330.02313,57155.71574,60087.31282,63251.46539,66466.61657,67622.43429,67232.66388,66481.69596,62816.66951,65259.33645,66054.35496,66050.46005,67465.90164,67895.60228,67217.58082,65592.62761,64048.09565,62381.01033,61730.12849,62389.17448
2017-11-16,58641.69319,57108.03188,56476.77331,56049.4901,56848.25743,58717.92045,61048.59929,64089.27617,67473.13809,68760.94581,68242.47728,67044.66182,62887.49972,65349.33879,66394.00279,66738.05744,68162.22671,69127.34016,68814.36811,67176.35542,65176.64179,63250.25436,62431.11438,63045.47462
2017-11-17,59422.15043,57154.26786,56734.88785,56910.20269,57838.77069,59636.47051,61611.96649,63490.30573,68610.39584,70566.67272,70226.09304,69801.90316,65817.43202,68706.55797,69131.05223,68871.26613,69216.73763,68935.86385,67287.28467,65248.28478,63401.89748,61640.61917,61093.22623,61885.33058
2017-11-18,58314.25093,56007.07576,55993.71078,55897.75148,56244.70209,57170.12905,57470.13607,57577.72693,59334.33322,59577.56088,60041.6973,59415.82302,57068.48958,57436.60884,57764.12714,57885.97717,58758.81318,59945.34475,60484.67502,59755.38517,59110.89053,58508.09738,58779.03705,59822.02346
2017-11-19,56741.2875,54548.7013,53865.77608,54053.25852,53917.1514,54006.45451,53898.15863,53375.62036,53098.54101,52555.5288,52577.01097,52407.5695,52231.38866,52703.20691,53031.16787,53120.91305,54090.26841,56675.26894,57795.70242,57511.42082,57014.8429,56595.97367,57004.20928,57112.62333
2017-11-20,54082.73611,52472.69865,52322.84296,53169.56857,53890.41171,55779.09504,59229.83382,63664.76231,69045.70452,71781.14374,71531.87577,70432.80182,66153.31772,69466.30803,70707.10669,70958.8316,72025.54143,72518.25573,71374.27737,69024.01722,66819.14044,64665.46508,63634.04837,64420.7224
2017-11-21,60456.91287,58152.53607,58028.94842,58183.72289,58780.35567,60460.11585,62966.79539,66139.51651,71505.18648,73279.60921,72318.30944,70738.13227,65592.09913,67928.20709,68953.946,69067.63325,70329.836,71461.99348,70871.83688,68986.01691,66764.47493,64703.94672,63880.74369,64447.64992
2017-11-22,60205.5363,57891.4577,57639.72123,57514.6227,58327.65096,59902.87083,61996.22178,65597.65926,70691.15792,73232.86722,73124.48247,71817.88272,67410.67491,69705.96211,70073.19298,69791.63364,70378.31913,70266.81301,68968.05986,67086.0391,65273.37805,63525.96832,62832.34295,63776.56985
2017-11-23,59965.57819,58101.10599,57489.83206,57397.63376,58639.05444,60439.68927,62661.4185,65451.87091,70007.81807,72524.52246,72983.99319,72257.94249,68299.74379,70241.26411,70910.90622,70921.7305,71908.09885,72466.80003,71264.58203,69312.56536,67037.42361,64948.93243,64152.85076,64986.10275
2017-11-24,61274.18648,58474.31907,58579.07071,58960.46989,60049.61083,61212.97837,63293.41197,65596.75342,71315.88485,73613.92206,73353.52488,72401.45322,68378.6317,70316.04843,70687.54569,70585.90476,71621.02817,71792.8559,70159.95106,68111.7241,66245.52925,64688.10873,63919.33882,64888.47597
2017-11-25,61619.96836,59279.56817,59004.79581,59215.39157,59587.94333,60133.75788,60202.29194,60261.89348,61377.01176,61893.77912,62259.1043,61346.58832,58939.14918,59098.74883,59381.78768,59450.20963,59696.59005,60135.10598,60036.19842,59093.82313,58235.74299,57572.88896,57969.73028,59293.16057
2017-11-26,56326.68746,53809.19622,53256.53249,53171.121,53356.32759,53230.94576,53150.85129,52710.72923,52733.88023,52845.29273,53191.0134,53053.45528,52854.94375,53141.77284,52975.34924,53282.07685,54180.51842,55783.80202,56918.31932,56930.40016,56439.01815,56202.84248,57105.16805,57695.32289
2017-11-27,54547.18583,53265.8226,53263.93878,53436.46098,54571.7725,56332.97814,59694.9409,64529.00953,70135.75592,72491.70875,72025.53166,70332.4744,65850.96608,67689.29996,68339.18878,68599.76614,69751.29172,70566.34422,69561.19286,67500.50978,65440.76429,63726.50354,63023.2511,63742.6836
2017-11-28,59732.05254,57449.15475,57112.57058,57090.10939,57918.04347,59534.04385,62321.79407,65524.60158,70579.33603,72543.85588,71976.39787,70675.71781,65916.30483,67600.00813,68334.85375,68323.16302,69270.03636,69570.42411,68479.98084,66621.71387,64526.95001,62644.77043,61926.63577,62955.17026
2017-11-29,58947.47319,56464.06703,56454.30461,56248.20823,57025.08188,58463.55301,61541.6736,65249.65163,69191.50567,70485.85938,69367.35574,67942.2972,64711.08527,67311.50509,68727.70787,68955.18852,69942.62656,70100.31678,68626.75395,66854.39022,65134.31442,63449.69437,62969.57836,63799.53884
2017-11-30,59837.58796,57987.36312,57858.82302,57703.43246,58331.97642,59960.53503,62930.83537,66232.89019,71431.81803,73028.47274,72227.31773,70817.89078,66757.77633,68813.41809,69561.40183,70111.08457,71748.91719,72774.77866,71749.88785,69599.96041,67544.29361,65290.97309,64515.51338,65724.13966
2017-12-01,61696.62302,59454.71244,59118.46875,59209.16734,59967.98366,61509.77773,64204.90798,67025.83232,72633.48319,73664.84698,73034.83311,71707.97467,67135.68387,69266.66077,70069.64354,70406.37491,71974.41511,72360.86203,70537.05097,68337.27869,66301.37199,64319.43233,63974.17873,65198.18828
2017-12-02,61833.30213,59571.46599,58958.83335,58973.96996,59067.1514,59654.64184,59954.66844,60247.75864,62067.82106,62107.82308,62452.91698,61686.91317,58325.1998,59093.87026,59227.12188,58901.66405,59345.62885,60145.17229,60197.23384,59478.48335,58837.62593,58261.53878,58791.71317,60329.79328
2017-12-03,57465.32526,55085.65194,54203.17242,54059.07576,54533.77709,54293.34599,53869.74551,53688.84774,53953.03244,54308.76534,54507.4384,54336.23341,54086.17715,54266.49824,53917.41607,54037.33769,54430.87117,56395.1809,57510.42662,57332.97901,56926.40361,56579.44753,57183.68588,57436.41201
2017-12-04,54290.69749,52601.42176,52318.88536,52719.61454,53958.82673,56020.4486,59253.70966,64245.59182,70245.15082,73214.07991,73298.6455,72218.81686,67334.7499,70134.57823,71427.28548,71902.89243,73770.85744,74835.62421,73322.7865,70950.13521,68471.48064,66131.61531,65567.79684,66448.49215
2017-12-05,62527.13162,60075.50863,59914.20029,60558.35126,61400.29219,63594.97139,66643.04852,69670.89735,74666.31179,76382.63161,75912.95245,74767.86456,69728.94607,72493.20048,73449.88626,73790.66943,75428.82039,76268.65413,74521.57046,72124.83296,69498.82592,66994.67306,66178.94172,67259.68637
2017-12-06,63384.90441,62258.91338,61465.40793,61051.5113,61475.47679,62592.23323,65356.7065,68598.00353,74589.43035,76943.4806,76554.03981,74527.24574,69510.97927,71479.01488,72283.66193,72317.26481,73577.09897,73614.44747,71653.40338,69359.57844,67284.64421,65313.36083,64645.71917,65612.01077
2017-12-07,61879.479,59198.30465,58559.19878,58635.69344,59296.10364,61451.64114,64482.63186,68423.90538,73604.35442,75971.77948,75746.57054,74053.79649,69606.19273,71280.419,72077.61351,72059.3928,73480.49098,74080.40205,72779.44493,70438.44014,68298.04212,66998.55102,66617.9404,66710.25608
2017-12-08,62876.44328,60367.58775,59536.50853,59446.85615,60483.74628,61778.22503,64315.5589,68152.37349,74778.09047,77037.74092,76830.27846,75191.80812,70861.71066,72678.0216,73782.09445,73903.24276,75217.74922,75438.86626,73350.49512,70577.29201,68581.20614,66419.8288,65724.9047,67045.8387
2017-12-09,63517.1913,61343.15635,60753.68132,60463.48023,60628.76001,61335.60393,62169.9903,62031.97308,63608.62358,64431.44537,64874.60226,64058.97445,61233.23523,61711.75986,61516.45586,61119.89215,61387.95307,61867.66514,61667.0562,60793.70461,60119.0844,59419.25685,60037.20049,61632.41757
2017-12-10,58743.21507,56526.54532,55689.3108,55305.44079,55382.33974,55042.1794,55065.60803,54710.38417,55289.94854,55700.54006,56494.94645,56168.4251,55718.1128,55564.55527,55893.10627,56202.95126,56873.31041,58354.45741,59280.39178,59179.85753,58818.78983,58466.17919,59327.78593,60043.11693
2017-12-11,57095.16852,55076.08749,54750.10974,55232.32378,56949.19943,59086.56808,62971.66027,68025.11482,74171.90138,77562.98726,78257.74285,77875.33653,73145.32529,76162.17243,77496.89955,77859.71828,78929.73431,79260.64081,76887.65698,73985.78106,71137.86456,68649.31811,67692.02699,68836.59451
2017-12-12,65308.82572,63556.59549,63020.43746,62801.9633,63017.88715,64271.86565,66962.76644,71087.66528,77859.81909,80488.70839,80477.96839,79364.60639,74396.20161,76570.28644,77664.7157,78185.54708,79825.643,80189.28579,77895.19233,74889.66912,71844.4952,69601.58597,68923.31452,69936.06149
2017-12-13,66736.37469,65862.94396,65338.24858,64824.44696,64633.87934,65250.05934,67096.57795,70853.23618,78022.63416,79546.65356,79333.74412,78587.69055,73999.99458,76142.39803,77101.44599,77474.34552,78917.98878,78970.41625,76641.90599,74108.59037,71926.69428,69507.567,68753.10715,70201.95731
2017-12-14,66742.1116,64690.60342,64669.68672,64592.26019,64625.23789,65826.08288,67468.62269,71175.20817,78532.14574,80552.58288,80453.26907,79492.05448,74549.27505,77057.68614,78265.74869,78306.58909,79252.4606,79014.30609,76527.57849,73841.42113,71394.88776,68908.86615,68228.35432,69545.90076
2017-12-15,66611.71503,65125.37496,64032.12254,63415.01415,63725.38103,64776.86273,66741.05876,70159.81726,77495.10054,79787.87652,79400.07901,78370.25774,73782.8689,75832.64584,76450.25006,76333.75275,76827.71695,75877.14763,72965.98111,70452.60015,68400.66966,66416.35857,66067.8556,67493.97795
2017-12-16,64117.11033,61686.43911,61023.62928,60639.54938,60676.77244,61207.55878,61484.21937,62551.80531,64977.61107,66095.50177,67142.45667,66531.05598,63301.84636,63751.50908,63897.53186,63733.30553,64326.82469,65037.5607,65096.91796,64210.42438,63323.12468,62472.92516,63148.46806,64980.42016
2017-12-17,62329.80784,60418.19829,59025.63228,58512.47008,58564.65899,58593.35266,58541.12105,58356.7458,58059.35278,57507.91731,57988.79108,57781.84862,57686.36016,58187.23831,58622.0037,59271.5986,59846.43348,62039.3603,62992.68942,62485.62503,61704.01963,61124.33525,61960.01431,62626.31041
2017-12-18,59759.47876,58139.88886,58092.5034,58396.66106,59818.12236,61196.40102,64192.26784,68310.7217,75804.60088,79650.75013,80260.79406,79202.31165,73966.76702,76463.85779,77187.57754,76853.78208,77696.9058,77670.16784,75334.5362,72344.32998,69505.78023,67488.53109,66645.17898,67762.85924
2017-12-19,64356.08199,62697.94342,62077.99655,61698.98297,62141.46915,63508.06408,65187.94771,69111.50827,76822.62032,79507.51186,79442.042,77933.08026,72724.74122,74917.41126,75961.53099,76206.62761,77896.4509,78375.97525,76479.45723,73837.40825,71177.45568,68753.57179,67920.03574,69164.25144
2017-12-20,66130.73078,64363.71653,63733.12549,63802.92961,64448.70611,65134.28389,67607.41148,70525.76012,77745.58174,79348.30408,78992.2035,77697.56963,72599.36155,74757.69057,75824.53747,76205.44637,77445.33919,76870.91344,74281.26237,71721.18874,69555.76812,67615.3453,67157.32934,68447.49187
2017-12-21,65042.2862,63193.9462,63074.32189,63298.71787,64032.32567,65060.19389,66881.57482,69758.18124,76538.03845,79140.73594,78781.83148,76906.98898,71891.1466,72920.24226,73525.11586,73772.45795,75178.07142,75956.58206,74481.75181,72174.2538,70086.40579,67839.86637,67392.25312,68696.67939
2017-12-22,64990.85604,63096.19139,63027.97707,63215.08165,63705.50219,64848.62735,65724.7843,68566.26595,75317.96204,77563.04526,76739.42348,74874.72305,69922.33045,71689.48919,72183.82325,71795.92106,72517.31466,72259.33231,70327.95425,68346.88283,66697.10449,65318.40507,65041.48138,66400.84268
2017-12-23,63308.26692,60864.82463,59790.43723,59375.26095,59579.09101,60070.99194,59789.59764,60283.1791,62835.85748,63602.60776,63750.70639,62843.02153,59934.53862,59673.06818,59294.13167,59000.09063,59421.6284,60499.73376,60860.80659,60114.98163,59469.07781,58847.89838,59438.29711,61057.9228
2017-12-24,57885.47233,56063.3161,55545.90469,54928.00856,55588.78538,55572.9651,55441.37343,54791.16159,54966.55741,55523.62851,56800.24493,56785.42296,55948.65463,55555.88454,55522.8914,55976.95416,56355.57413,57703.28717,58513.86467,58073.16997,57765.26485,57593.52894,58868.53877,59901.13264
2017-12-25,57040.55903,54778.21917,53926.50256,54035.84321,54491.79058,54763.06679,55525.76193,56634.07313,58387.19077,58638.14704,59134.10012,58702.42991,57973.3232,57990.99985,58030.37072,58964.45576,59721.99522,61785.58182,62768.73678,62339.88081,61955.37208,61328.04667,61825.71115,62231.30638
2017-12-26,59518.04031,58001.47354,57338.95161,57210.73253,58360.52343,59666.61843,63019.58957,67394.17167,74046.57204,77045.76999,77138.82564,76087.06663,71689.52507,73514.84898,74306.30126,74376.29983,75994.35506,76798.91784,75207.91564,72877.83498,70266.16008,67854.74114,67186.06014,68329.56384
2017-12-27,64706.22574,63227.80559,63004.44206,62992.77915,63616.11947,64611.59925,67492.54694,70528.02145,77088.5739,79292.36513,78822.29511,77541.91036,72608.62851,74611.65835,75272.1089,75429.34105,76730.82817,76919.91986,74840.85326,72255.65393,69806.9272,67798.3591,67157.81559,68470.16421
2017-12-28,64831.99178,62897.43943,62824.51316,62838.63317,63218.29048,64356.68977,66728.04551,69875.37088,76110.42399,78726.09546,78589.03524,76865.56449,72562.23588,74768.00965,75083.63577,74704.45155,75290.09903,75140.3619,73148.20863,70516.68344,68178.309,66146.70287,65862.31098,67066.23204
2017-12-29,63990.05135,62314.46412,61582.82528,61270.87863,61808.17766,62090.34558,63700.69938,65784.63906,72158.66998,74279.63749,74228.85424,72601.75079,67905.32978,68854.70825,68907.04262,68148.91957,67892.84162,67414.45705,66007.3642,64613.22143,63558.37631,62021.95774,62107.48364,63910.54932
2017-12-30,60581.15912,58085.22822,57120.99193,57088.64134,57555.16652,57797.08335,57991.51016,58060.92157,59546.11392,60234.72718,61040.85184,60265.12125,57567.17628,57952.01627,58021.56924,57731.63105,57762.76222,58575.93861,58760.60454,58001.43399,57334.55836,56672.69593,57539.67615,59279.07822
2017-12-31,56666.316,54278.57798,53661.29459,53750.8995,53928.17101,54303.48329,53959.64046,53362.32491,53151.96003,52182.43393,51989.52925,51464.01728,51041.2152,51582.32104,51569.96411,51906.24345,52860.62967,55730.09648,57282.40293,57148.23491,56820.00363,56514.58901,57706.15879,58827.76376
2018-01-01,56042.271,53750.02548,52614.92319,52042.72579,51995.9702,52141.38798,52633.51195,52255.83207,51665.3474,51340.98005,51952.84444,51444.02409,50966.50576,50945.42634,51204.37517,51549.15016,52106.48507,54809.61851,56765.34121,56868.08381,56618.22154,56572.10399,57605.01453,58449.0732
2018-01-02,55838.86204,54723.38043,54536.62355,54805.36579,55460.25577,57405.69234,60483.08937,64717.70545,71040.81048,74271.21182,74855.79394,73820.56643,70032.40466,71536.77559,72320.21087,72219.84126,73062.73875,73128.57534,71379.89,69049.31798,66819.63662,64975.41817,64610.42601,65902.5678
2018-01-03,62600.94428,60398.7655,60079.00214,60612.15247,61471.44806,62422.06862,65420.59327,69629.83363,74797.73677,77140.38108,77261.45445,75902.35573,71024.95134,73116.7399,74062.98153,73900.36881,75247.7695,75530.16426,74001.64506,71680.77688,69422.0943,67349.69701,66774.35051,67972.12155
2018-01-04,64690.36135,62726.27064,62223.29502,62336.80697,63018.77142,64228.17676,67088.53685,69894.59553,76464.86202,79114.14183,79292.31437,77621.52963,72300.58421,74734.37658,75947.34996,76175.86695,77324.53156,76838.98402,74932.58805,72190.80943,69288.54141,66993.44506,66416.54309,67645.39019
2018-01-05,64131.90177,62721.07225,62682.00093,62405.40257,62812.47313,63825.19863,66277.8018,68867.28372,75135.24101,77928.89712,77343.28423,75408.02558,70806.34289,72160.52554,72895.80803,72937.58502,74414.04886,74390.09431,72732.87377,70178.1343,67872.43108,66181.83339,65697.59049,67224.57553
2018-01-06,64082.63339,61893.0816,60668.1054,60387.96239,60177.53959,60769.18886,61249.09879,62096.38786,64347.45842,64440.92112,64537.01142,63563.03814,60124.78533,60625.03936,60501.95812,60169.43249,60687.95079,61783.22831,62627.75142,61933.95836,61136.42196,60498.56046,61189.25611,63151.17771
2018-01-07,60457.8274,58391.45287,58069.30466,58258.57609,57521.16373,56834.41838,56805.25191,56422.96118,56483.72469,56418.25094,57381.87197,57196.63641,56898.61321,56844.02506,56567.79191,57327.19236,58281.28878,59130.93327,60399.71244,59833.82478,59226.30543,58770.35394,59502.76799,60338.57395
2018-01-08,57474.78195,56456.23385,56254.58479,56161.26665,57178.09194,58728.98523,60846.46285,63847.26444,72849.65274,77216.89327,78332.85468,77489.38216,73388.88285,75315.54198,76090.92231,75556.38151,76226.43525,75407.36885,73168.18622,70420.54777,68229.11103,66038.84154,65631.96413,67050.72889
2018-01-09,63652.44386,61897.93266,61583.90973,61702.20872,62237.55853,63617.02943,65958.80927,68614.04673,75044.43182,78659.03563,79229.01876,78049.55257,73600.70763,75286.50558,75878.24304,75588.25733,76690.93694,76596.82749,75083.86719,72334.19437,69630.33232,67473.45045,66876.59649,68261.73519
2018-01-10,64775.59353,62409.87155,62289.72552,62543.1787,63030.50505,64450.88785,67240.41259,69753.77085,75268.75283,79063.00926,79944.91469,78916.57559,74028.80786,76208.40802,76935.11614,76877.0698,77895.31233,77089.95481,75152.61862,72737.79564,70599.24552,69006.6074,68550.86532,70057.98995
2018-01-11,66806.6687,64692.91936,64504.98602,64802.91413,65023.59351,66122.12084,68873.13952,72796.68887,77852.6705,79998.08471,80323.09676,80151.93615,75941.72621,78668.57713,79316.24285,78756.88257,78755.44435,78316.06708,77571.19697,75304.44768,72776.08083,70342.73782,69843.52621,71294.23488
2018-01-12,67934.15309,65919.20786,65684.22506,65729.93463,66152.489,66773.50501,68717.16443,71835.72858,78258.86892,79912.05557,80352.04545,79831.67385,76411.3283,78748.12755,79266.18413,78807.22014,79586.118,79179.49962,77092.17796,74106.99238,71608.00828,69365.47067,68825.0588,70570.71469
2018-01-13,67141.7261,64773.93379,63674.11969,63145.12046,63161.57825,62999.256,63078.10278,63755.84937,65807.53194,67147.8815,68456.42751,68012.71009,64542.23004,64682.45022,64290.2019,63614.06192,63508.02249,63876.28129,64552.97372,63790.04209,62947.22934,62158.42279,62811.16811,64768.61766
2018-01-14,62039.96997,59693.50925,58498.71352,57858.45635,57831.11614,57968.35612,57884.78681,57471.62358,57985.56951,57781.96893,57978.47015,57311.69148,56629.27746,56469.75661,56397.63517,56522.66382,57078.86881,58908.69794,60464.53173,60217.90282,59552.23,59099.32456,60032.75547,60778.76527
2018-01-15,57713.28688,56911.56288,56012.57053,55767.44158,56193.49189,57936.88683,60960.27711,64310.85364,72357.07306,75595.91868,75219.42819,73680.93689,69812.29344,70677.40674,71127.28828,70864.14106,71806.72742,72163.61326,71759.18129,69380.22175,67312.54802,65527.72814,64949.11423,66256.27322
2018-01-16,62901.57806,60994.27938,60326.79549,60480.16842,60956.6137,62090.22666,64220.727,67195.9998,73284.71202,76740.04433,77312.14291,76500.11901,72404.69158,74109.66922,74831.58764,74472.16274,74778.63757,73606.95295,71955.97195,69391.25891,67302.53762,65623.03376,64956.01601,66158.93795
2018-01-17,62377.17578,59969.17804,59988.56141,60148.37801,60666.88722,62013.57977,64354.84471,66883.67651,72497.12422,75530.33049,75836.44455,74628.12002,70560.84865,72100.07781,72187.20859,71409.0022,71847.07857,71284.51236,70313.20976,68375.49128,66991.83249,65492.22845,65032.06293,66238.46902
2018-01-18,62537.4065,59933.45292,59776.47388,59947.10258,60714.01895,62073.79593,64532.30645,67494.72563,72553.73024,75257.64412,75234.91427,73992.97671,70042.30221,71135.23851,71556.62413,71359.8218,72308.16256,72331.73453,71830.59567,69826.63141,67897.85647,66242.15233,65622.90748,67042.30712
2018-01-19,63250.28756,61136.019,60977.45432,61348.32058,62224.93919,63214.17657,65558.447,68803.76144,73532.14651,75272.17394,74250.17785,72698.98057,68077.34729,69470.71648,69882.55887,69781.9956,70858.21279,71058.5664,70568.51599,68945.3304,67301.74966,65623.66668,65356.1173,66761.67547
2018-01-20,63408.36762,60855.81146,60180.73846,59927.59392,60311.26164,60389.59126,60561.83408,61168.80341,63253.96731,63675.89839,63992.17605,62788.43956,59397.51196,59888.59465,59659.54755,59226.68746,59436.1214,60082.88702,61266.5889,60766.93475,60235.56271,59630.55102,60307.3244,62177.21919
2018-01-21,59392.84061,57260.93015,56663.762,56457.40672,56504.97955,56237.44653,56267.3695,56050.37719,56419.1213,56212.90856,56514.26492,56080.96353,56047.61021,56196.0186,56243.88522,56202.8069,56113.07623,57856.97658,59932.67099,59810.58854,59354.44036,58871.87076,59772.33175,60280.21948
2018-01-22,57307.99673,56238.06254,55831.49823,55424.97547,56310.83493,58043.88766,60788.58132,65348.10892,72425.7743,76150.42656,76274.9959,75123.84844,70528.99361,72586.11747,73306.08745,73189.76839,74082.19601,73850.43735,72695.70714,70396.34074,68028.2806,66127.4782,65980.89076,67284.28772
2018-01-23,63823.83109,62428.44169,62155.37009,62459.34238,63208.80061,64741.93135,67423.61048,70147.58698,77143.24405,80616.69235,80947.76021,79829.68244,75576.81658,77282.78258,78063.87936,77997.00354,79400.65516,79466.62588,78454.23039,75835.37738,73081.56464,70625.01475,70064.09616,71524.97425
2018-01-24,68235.85383,66759.14149,66550.03537,66784.79309,67173.87568,67582.19084,69106.40223,72176.0978,78842.95702,80399.2488,80820.25917,80480.3964,76976.50282,79232.41192,80154.03329,79948.40329,81153.48294,81006.73711,79559.19733,76702.49057,74054.5904,71922.99434,71251.87807,72635.03471
2018-01-25,69344.39224,67958.93721,67724.77462,67218.23415,67608.90853,68631.38738,70687.20705,72665.87479,79826.87023,81329.40075,81667.93494,81257.47894,78285.22722,79770.95085,80486.039,80545.31542,81850.89503,81736.05962,80374.3376,77681.34068,74914.91524,72465.01864,71833.09416,73400.5779
2018-01-26,70167.67857,68537.78201,67603.25,67830.43742,68089.96077,68990.14861,70521.38367,73230.19061,79780.28714,81574.63859,82115.34341,81744.14405,78555.00094,79703.65118,80387.45452,80077.36716,81083.17346,80603.98268,79128.51349,76395.5291,74054.56776,71752.02492,71243.69393,73187.57689
